FULLPOLICY_NB,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG
HA00040507,2025-02-23,2025-02,7,12,1716,32003,0.09,MHO,2511,1,2,2090,1,43,False,67,6,INTRNL06,Captive,3233.2,2990.71,145.49,323.32,147.0,537367.9,0.0,0,0.4986,0.5,6,False,False,False,0.0036,New,0.0,True
HA00040508,2023-01-19,2023-01,18,48,1221,78702,0.37,HO3,2511,2,1,2497,1,25,False,57,9,INTRNL06,Captive,2439.48,2256.52,109.78,243.95,123.18,1757645.18,0.0,0,0.4986,0.5,6,False,False,False,0.0517,Existing,0.0,True
HA00040509,2022-11-22,2022-11,18,12,1615,33301,0.79,HO3,2500,6,1,2392,3,1,False,48,8,INTRNL06,Independent,3605.87,3335.43,162.26,540.88,158.18,1175919.72,707.97,1,1.0,1.0,12,False,False,False,0.053,Existing,0.0,True
HA00040510,2022-03-26,2022-03,20,18,1740,61401,0.21,HO2,2500,1,1,2366,2,28,True,56,2,INTRNL06,Captive,1811.46,1675.6,81.52,181.15,104.34,288345.2,0.0,0,0.4986,0.5,6,False,False,False,0.0379,Existing,0.0,False
HA00040511,2024-01-19,2024-01,7,06,1678,92101,0.3,MHO,2511,1,1,2246,1,22,False,67,5,ASSIST03,Independent,1512.84,1399.38,68.08,226.93,95.39,276937.4,0.0,0,1.0,1.0,12,False,True,True,0.0613,New,0.0,True
HA00040512,2022-09-03,2022-09,19,36,320,10583,0.57,HO6,2511,1,1,2704,1,31,True,48,3,ASSIST03,Independent,6191.54,5727.17,278.62,928.73,235.75,563059.53,0.0,0,1.0,1.0,12,False,True,False,0.0655,Existing,0.0,True
HA00040513,2023-01-23,2023-01,18,12,1688,33701,0.63,HO3,2511,1,1,2584,2,74,True,51,1,INTRNL06,Independent,3581.09,3312.51,161.15,537.16,157.43,310080.0,59823.66,1,0.4986,0.5,6,False,False,False,0.0477,Existing,58823.66,True
HA00040514,2024-07-17,2024-07,18,12,537,33139,0.74,HO3,2500,2,1,2480,2,10,True,49,9,INTRNL06,Independent,1964.56,1817.22,88.41,294.68,108.94,472744.42,0.0,0,0.4986,0.5,6,False,True,False,0.1488,Recurring,0.0,False
HA00040515,2022-09-23,2022-09,18,48,450,77494,0.21,HO3,2500,1,2,1452,3,7,True,42,3,INTRNL06,Independent,1499.5,1387.04,67.48,224.92,94.98,214775.45,0.0,0,0.4986,0.5,6,False,False,False,0.0218,New,0.0,True
HA00040516,2024-01-31,2024-01,18,06,129,93101,0.64,HO3,2511,1,3,2882,1,40,True,57,9,INTRNL06,Captive,3942.68,3646.98,177.42,394.27,168.28,452078.15,0.0,0,1.0,1.0,12,False,False,False,0.0483,New,0.0,True
HA00040517,2024-03-14,2024-03,19,18,1158,61401,0.2,HO6,2500,1,1,1125,3,36,True,53,2,ASSIST01,Direct,1525.51,1411.1,68.65,122.04,95.77,295094.01,0.0,0,1.0,1.0,12,False,False,False,0.0071,New,0.0,True
HA00040518,2025-05-13,2025-05,18,48,1760,75201,0.14,HO3,2500,1,1,1575,2,45,True,48,3,ASSIST03,Independent,1270.19,1174.93,57.16,190.53,88.11,393535.62,0.0,0,0.4986,0.5,6,False,True,False,0.0726,Existing,0.0,True
HA00040519,2022-08-16,2022-08,18,12,1918,32205,0.31,HO3,2511,1,3,2256,2,10,False,62,3,INTRNL06,Independent,2936.31,2716.09,132.13,440.45,138.09,234594.02,1977.31,1,1.0,1.0,12,False,False,False,0.0383,Existing,977.31,True
HA00040520,2022-08-28,2022-08,18,48,1435,79902,0.59,HO3,2511,1,1,1978,2,38,True,40,10,INTRNL06,Independent,1175.7,1087.52,52.91,176.36,85.27,453478.38,0.0,0,1.0,1.0,12,False,True,False,0.0794,Existing,0.0,False
HA00040521,2025-01-01,2025-01,18,48,191,79902,0.5,HO3,2537,1,1,1992,2,42,False,58,8,INTRNL06,Direct,1522.1,1407.94,68.49,121.77,95.66,379218.42,0.0,0,0.4986,0.5,6,False,False,False,0.0051,New,0.0,True
HA00040522,2023-01-23,2023-01,18,12,1768,33060,0.56,HO3,2511,1,1,1758,2,12,True,49,7,ASSIST03,Independent,2515.27,2326.62,113.19,377.29,125.46,456476.93,0.0,0,0.4986,0.5,6,False,False,False,0.0602,Existing,0.0,True
HA00040523,2023-01-13,2023-01,18,48,814,75063,0.45,HO3,2511,1,1,3397,1,1,True,53,9,INTRNL06,Captive,2882.42,2666.24,129.71,288.24,136.47,407640.0,0.0,0,0.4986,0.5,6,False,False,False,0.0114,New,0.0,True
HA00040524,2022-07-31,2022-07,18,06,1341,94103,0.04,HO3,2511,1,1,1616,1,15,False,49,2,INTRNL06,Independent,1371.08,1268.25,61.7,205.66,91.13,1548721.02,0.0,0,1.0,1.0,12,False,False,False,0.0269,New,0.0,True
HA00040525,2024-03-05,2024-03,7,12,553,33602,0.31,MHO,2500,1,3,2340,2,46,True,31,9,ASSIST03,Independent,3014.99,2788.87,135.67,452.25,140.45,280800.0,0.0,0,0.4986,0.5,6,False,False,True,0.1193,Recurring,0.0,False
HA00040526,2023-11-07,2023-11,18,48,1796,78201,0.64,HO3,2537,4,1,2329,2,14,True,26,9,INTRNL06,Captive,1616.14,1494.93,72.73,161.61,98.48,428536.0,0.0,0,0.4986,0.5,6,False,False,False,0.0621,Existing,0.0,True
HA00040527,2023-10-11,2023-10,19,18,1973,60614,0.08,HO6,2511,2,2,2710,1,48,True,45,9,ASSIST01,Independent,1719.18,1590.24,77.36,257.88,101.58,449720.03,0.0,0,1.0,1.0,12,False,False,False,0.0477,Existing,0.0,True
HA00040528,2022-06-20,2022-06,18,48,207,77845,0.36,HO3,2511,1,3,1643,1,32,False,59,9,INTRNL06,Captive,1790.48,1656.19,80.57,179.05,103.71,710548.98,0.0,0,1.0,1.0,12,False,False,False,0.0781,Existing,0.0,True
HA00040529,2025-03-21,2025-03,18,12,1705,33156,0.56,HO3,2511,1,1,2435,1,8,True,49,2,INTRNL06,Independent,1938.39,1793.01,87.23,290.76,108.15,336601.37,0.0,0,1.0,1.0,12,False,False,False,0.1013,Recurring,0.0,True
HA00040530,2024-03-19,2024-03,18,48,513,79901,0.02,HO3,2537,1,1,1481,3,46,False,35,3,INTRNL06,Independent,2672.06,2471.66,120.24,400.81,130.16,485297.27,0.0,0,1.0,1.0,12,False,False,False,0.0436,Existing,0.0,False
HA00040531,2022-04-14,2022-04,19,48,177,75063,0.58,HO6,2511,1,2,1135,2,45,True,43,4,INTRNL06,Independent,827.19,765.15,37.22,124.08,74.82,334403.03,0.0,0,1.0,1.0,12,True,False,False,0.0125,New,0.0,True
HA00040532,2025-05-30,2025-05,18,36,920,10583,0.56,HO3,2511,1,1,2440,1,29,True,53,9,INTRNL06,Independent,2559.39,2367.44,115.17,383.91,126.78,599987.02,0.0,0,0.4986,0.5,6,False,True,False,0.1775,Recurring,0.0,True
HA00040533,2025-07-29,2025-07,18,48,688,76102,0.77,HO3,2511,2,3,2236,3,24,True,44,2,ASSIST01,Captive,3194.46,2954.88,143.75,319.45,145.83,527954.68,0.0,0,0.4986,0.5,6,False,False,False,0.0506,Existing,0.0,True
HA00040534,2025-11-12,2025-11,18,06,1892,95816,0.16,HO3,2511,1,1,2440,1,23,False,59,2,ASSIST03,Independent,7119.55,6585.58,320.38,1067.93,263.59,258572.59,0.0,0,1.0,1.0,12,False,False,False,0.1252,Recurring,0.0,True
HA00040535,2023-01-07,2023-01,18,06,760,95814,0.45,HO3,2500,1,1,2427,2,7,False,53,5,ASSIST01,Captive,3140.31,2904.79,141.31,314.03,144.21,725604.77,1694.88,1,1.0,1.0,12,True,True,False,0.0524,New,0.0,True
HA00040536,2022-05-09,2022-05,18,36,1013,10304,0.24,HO3,2511,2,1,3287,1,15,True,45,9,INTRNL06,Direct,2416.81,2235.55,108.76,193.34,122.5,746872.28,0.0,0,1.0,1.0,12,False,True,False,0.1534,Recurring,0.0,True
HA00040537,2025-11-28,2025-11,18,12,1225,33060,0.7,HO3,2511,1,1,1847,1,63,True,49,2,ASSIST03,Independent,2097.98,1940.63,94.41,314.7,112.94,252776.81,35108.61,1,1.0,1.0,12,True,True,False,0.0932,Existing,30108.61,True
HA00040538,2022-08-08,2022-08,19,48,335,75202,0.04,HO6,2511,2,1,1863,1,73,False,52,2,INTRNL06,Independent,1451.56,1342.69,65.32,217.73,93.55,376226.36,0.0,0,1.0,1.0,12,False,True,False,0.1287,Recurring,0.0,True
HA00040539,2025-04-11,2025-04,18,36,1226,11901,0.14,HO3,2500,4,5,3114,2,51,False,38,3,INTRNL06,Captive,4002.86,3702.65,180.13,400.29,170.09,859248.63,0.0,0,1.0,1.0,12,False,False,False,0.0476,New,0.0,True
HA00040540,2023-04-17,2023-04,18,06,371,95814,0.87,HO3,2500,1,3,2804,2,44,False,49,9,ASSIST03,Captive,2931.19,2711.35,131.9,293.12,137.94,559535.87,0.0,0,1.0,1.0,12,False,True,False,0.1823,Recurring,0.0,True
HA00040541,2024-09-14,2024-09,18,48,1768,78701,0.04,HO3,2500,4,1,1092,1,48,False,54,9,INTRNL06,Direct,1167.28,1079.73,52.53,93.38,85.02,605634.05,0.0,0,0.4986,0.5,6,False,False,False,0.0398,New,0.0,True
HA00040542,2023-08-31,2023-08,18,36,179,12203,0.1,HO3,2511,1,1,1760,1,31,True,34,10,ASSIST01,Independent,1114.61,1031.01,50.16,167.19,83.44,308734.37,0.0,0,1.0,1.0,12,False,False,False,0.1066,Recurring,0.0,True
HA00040543,2024-12-11,2024-12,18,26,236,48201,0.62,HO3,2511,2,1,2961,3,42,False,48,9,INTRNL06,Independent,3434.31,3176.74,154.54,515.15,153.03,1777846.12,0.0,0,1.0,1.0,12,False,False,False,0.0546,Existing,0.0,True
HA00040544,2022-04-04,2022-04,18,48,588,77845,0.83,HO3,2500,2,1,2220,1,24,True,44,9,INTRNL06,Independent,1748.71,1617.56,78.69,262.31,102.46,507610.57,0.0,0,1.0,1.0,12,False,False,False,0.0417,New,0.0,True
HA00040545,2024-11-10,2024-11,18,12,182,32901,0.86,HO3,2500,6,1,2156,1,35,False,46,1,INTRNL06,Independent,1684.74,1558.38,75.81,252.71,100.54,1351610.91,7893.25,1,1.0,1.0,12,False,False,False,0.0766,Existing,6893.25,True
HA00040546,2022-04-16,2022-04,18,48,499,78701,0.65,HO3,2511,4,1,2032,2,39,True,35,5,INTRNL06,Independent,1202.82,1112.61,54.13,180.42,86.08,683612.18,0.0,0,1.0,1.0,12,False,False,False,0.0399,Existing,0.0,True
HA00040547,2025-05-08,2025-05,19,12,1924,33705,0.75,HO6,2511,2,2,2624,1,6,True,53,3,ASSIST01,Captive,3101.28,2868.68,139.56,310.13,143.04,382571.54,1636.12,1,1.0,1.0,12,False,True,False,0.0473,New,0.0,True
HA00040548,2025-10-07,2025-10,7,12,913,33458,0.32,MHO,2500,2,2,1513,2,50,False,48,9,INTRNL06,Independent,1537.95,1422.6,69.21,230.69,96.14,832000.63,0.0,0,1.0,1.0,12,False,False,False,0.1381,Recurring,0.0,True
HA00040549,2025-07-28,2025-07,18,12,1983,33629,0.66,HO3,2511,1,1,3257,1,22,False,63,2,INTRNL06,Independent,2599.79,2404.81,116.99,389.97,127.99,842997.94,0.0,0,1.0,1.0,12,False,False,False,0.0001,New,0.0,True
HA00040550,2025-07-29,2025-07,18,12,1001,33156,0.59,HO3,2500,4,1,2424,3,50,True,64,8,ASSIST01,Independent,2032.35,1879.92,91.46,304.85,110.97,1479862.62,0.0,0,0.4986,0.5,6,False,True,False,0.1012,Existing,0.0,True
HA00040551,2023-09-04,2023-09,18,36,341,11901,0.59,HO3,2500,1,1,1812,1,38,True,39,8,ASSIST01,Independent,2709.18,2505.99,121.91,406.38,131.28,251457.93,0.0,0,1.0,1.0,12,False,False,False,0.0595,Existing,0.0,True
HA00040552,2024-04-28,2024-04,19,18,334,60637,0.17,HO6,2537,1,3,2485,2,50,False,32,6,ASSIST01,Independent,4474.32,4138.75,201.34,671.15,184.23,452420.08,0.0,0,1.0,1.0,12,False,False,False,0.0001,New,0.0,False
HA00040553,2025-06-22,2025-06,18,48,1176,77840,0.19,HO3,2511,4,1,2390,1,36,False,60,9,ASSIST01,Independent,2905.46,2687.55,130.75,435.82,137.16,613999.02,0.0,0,0.4986,0.5,6,False,True,False,0.0353,New,0.0,True
HA00040554,2024-08-05,2024-08,18,12,1123,33101,0.02,HO3,2511,1,1,3185,1,35,True,24,10,ASSIST03,Captive,2420.52,2238.98,108.92,242.05,122.62,382200.0,0.0,0,1.0,1.0,12,False,False,False,0.0328,Existing,0.0,False
HA00040555,2024-05-03,2024-05,20,12,1697,33156,0.5,HO2,2511,4,1,2473,1,6,True,77,2,ASSIST01,Captive,3689.62,3412.9,166.03,368.96,160.69,1257854.33,0.0,0,1.0,1.0,12,False,False,False,0.0237,New,0.0,True
HA00040556,2023-03-05,2023-03,19,26,1856,48202,0.27,HO6,2500,4,1,2816,1,29,True,59,9,INTRNL06,Independent,3531.2,3266.36,158.9,529.68,155.94,907261.18,0.0,0,1.0,1.0,12,False,False,False,0.0416,New,0.0,True
HA00040557,2024-11-27,2024-11,18,06,418,90802,0.24,HO3,2511,2,3,2613,3,7,True,51,9,INTRNL06,Independent,4018.15,3716.79,180.82,602.72,170.54,1100631.9,0.0,0,1.0,1.0,12,False,True,False,0.0207,New,0.0,True
HA00040558,2025-12-13,2025-12,19,12,1471,33156,0.18,HO6,2511,6,5,3520,1,81,False,69,3,INTRNL06,Direct,3173.46,2935.45,142.81,253.88,145.2,1170706.72,0.0,0,0.4986,0.5,6,True,False,False,0.0365,New,0.0,True
HA00040559,2022-10-29,2022-10,18,48,1767,77494,0.74,HO3,2511,2,1,1270,1,15,True,36,8,ASSIST03,Independent,1191.44,1102.08,53.61,178.72,85.74,430367.89,0.0,0,0.4986,0.5,6,False,False,False,0.0377,New,0.0,True
HA00040560,2023-10-01,2023-10,18,26,1823,49505,0.0,HO3,2537,4,2,2845,2,10,True,59,3,INTRNL06,Independent,3159.15,2922.21,142.16,473.87,144.77,564874.54,0.0,0,0.4986,0.5,6,True,True,False,0.0571,Existing,0.0,True
HA00040561,2022-03-12,2022-03,18,06,1893,95814,0.66,HO3,2511,2,1,1305,2,49,True,36,9,ASSIST03,Direct,833.63,771.11,37.51,66.69,75.01,284208.59,0.0,0,0.4986,0.5,6,False,True,True,0.0851,New,0.0,True
HA00040562,2023-10-08,2023-10,7,06,971,94501,0.09,MHO,2511,1,5,1688,2,21,True,24,8,INTRNL06,Independent,2065.78,1910.85,92.96,309.87,111.97,353310.95,0.0,0,1.0,1.0,12,False,False,False,0.0693,Existing,0.0,True
HA00040563,2023-06-09,2023-06,18,12,1981,32205,0.1,HO3,2511,6,3,2329,1,31,False,54,5,INTRNL06,Independent,3651.13,3377.3,164.3,547.67,159.53,2057436.92,0.0,0,0.4986,0.5,6,True,False,False,0.1416,Recurring,0.0,True
HA00040564,2022-06-23,2022-06,18,06,1457,95008,0.42,HO3,2500,1,1,2190,2,1,False,53,3,ASSIST03,Independent,1805.78,1670.35,81.26,270.87,104.17,286224.8,1239.61,2,1.0,1.0,12,True,True,False,0.1018,Existing,0.0,True
HA00040565,2022-03-31,2022-03,18,36,1107,12601,0.5,HO3,2500,1,2,2035,1,59,True,49,9,INTRNL06,Independent,2055.63,1901.46,92.5,308.34,111.67,365760.0,0.0,0,1.0,1.0,12,False,False,False,0.1136,Recurring,0.0,True
HA00040566,2023-01-03,2023-01,19,36,1393,12601,0.6,HO6,2511,6,1,2030,2,46,True,50,3,ASSIST03,Captive,3403.23,3147.99,153.15,340.32,152.1,1206526.41,0.0,0,1.0,1.0,12,False,False,False,0.0147,New,0.0,True
HA00040567,2024-03-11,2024-03,20,48,1071,75215,0.13,HO2,2537,2,1,2379,1,14,True,43,8,INTRNL06,Independent,1667.18,1542.14,75.02,250.08,100.02,342576.0,0.0,0,0.4986,0.5,6,False,True,False,0.037,New,0.0,True
HA00040568,2025-05-15,2025-05,18,12,1472,33301,0.28,HO3,2500,2,5,2128,1,13,True,56,10,INTRNL06,Captive,2303.86,2131.07,103.67,230.39,119.12,623552.99,0.0,0,1.0,1.0,12,False,False,False,0.0075,New,0.0,True
HA00040569,2024-12-21,2024-12,20,36,765,10950,0.68,HO2,2500,4,1,2687,2,3,False,52,2,ASSIST03,Direct,3154.14,2917.58,141.94,252.33,144.62,929396.17,0.0,0,0.4986,0.5,6,True,False,True,0.0318,Existing,0.0,True
HA00040570,2022-11-15,2022-11,18,48,345,75202,0.56,HO3,2500,6,3,3028,3,43,False,59,6,ASSIST03,Independent,1772.06,1639.16,79.74,265.81,103.16,1547822.02,0.0,0,1.0,1.0,12,False,False,False,0.0305,New,0.0,True
HA00040571,2024-04-03,2024-04,18,18,1664,62901,0.54,HO3,2500,2,1,1671,2,10,True,41,4,INTRNL06,Independent,1125.96,1041.51,50.67,168.89,83.78,563138.35,0.0,0,0.4986,0.5,6,False,False,False,0.0249,New,0.0,True
HA00040572,2023-07-05,2023-07,7,48,1475,77002,0.93,MHO,2537,6,1,2097,1,57,False,37,2,ASSIST01,Captive,1819.38,1682.93,81.87,181.94,104.58,1245232.94,26260.62,1,1.0,1.0,12,False,False,False,0.0786,Existing,23760.62,True
HA00040573,2022-03-01,2022-03,18,06,350,91101,0.64,HO3,2511,4,1,2507,2,40,False,36,9,INTRNL06,Captive,1830.22,1692.95,82.36,183.02,104.91,408134.74,0.0,0,0.4986,0.5,6,False,True,False,0.0632,Existing,0.0,True
HA00040574,2025-02-02,2025-02,18,12,1927,32003,0.54,HO3,2511,6,5,1769,1,14,True,47,9,INTRNL06,Independent,1579.43,1460.97,71.07,236.91,97.38,1494950.11,0.0,0,0.4986,0.5,6,False,True,False,0.0782,New,0.0,True
HA00040575,2025-06-16,2025-06,18,48,210,76101,0.1,HO3,2500,4,3,848,1,53,False,50,8,ASSIST03,Direct,361.6,334.48,16.27,28.93,60.85,1260533.69,0.0,0,0.4986,0.5,6,False,False,False,0.0505,Existing,0.0,True
HA00040576,2022-05-07,2022-05,7,36,1047,11215,0.65,MHO,2511,2,1,869,1,39,True,42,9,ASSIST03,Independent,703.81,651.02,31.67,105.57,71.11,322084.86,0.0,0,0.4986,0.5,6,False,False,True,0.0134,New,0.0,True
HA00040577,2022-03-24,2022-03,18,12,1882,33629,0.26,HO3,2537,1,1,1775,1,65,False,48,9,ASSIST01,Independent,2131.89,1972.0,95.94,319.78,113.96,403902.66,0.0,0,1.0,1.0,12,False,True,False,0.1876,Recurring,0.0,False
HA00040578,2025-05-28,2025-05,18,06,1085,95008,0.14,HO3,2511,1,1,1470,2,25,True,44,4,INTRNL06,Captive,2047.45,1893.89,92.14,204.74,111.42,176400.0,0.0,0,1.0,1.0,12,False,False,False,0.0212,New,0.0,True
HA00040579,2025-12-02,2025-12,18,48,1387,76101,0.26,HO3,2537,1,1,2723,1,30,True,37,8,ASSIST01,Independent,3485.03,3223.65,156.83,522.75,154.55,326760.0,0.0,0,1.0,1.0,12,False,False,False,0.0762,Existing,0.0,True
HA00040580,2024-08-03,2024-08,7,06,473,90001,0.16,MHO,2537,4,2,1681,3,55,True,49,9,INTRNL06,Direct,1411.24,1305.4,63.51,112.9,92.34,327141.6,0.0,0,1.0,1.0,12,False,False,False,0.06,Existing,0.0,True
HA00040581,2023-08-09,2023-08,18,48,221,78201,0.04,HO3,2500,4,5,2876,2,19,False,45,9,INTRNL06,Independent,3803.75,3518.47,171.17,570.56,164.11,2201651.88,0.0,0,0.4986,0.5,6,False,True,False,0.0707,New,0.0,False
HA00040582,2023-10-09,2023-10,20,26,1685,48430,0.69,HO2,2537,4,2,2200,1,4,False,52,9,INTRNL06,Direct,1030.98,953.66,46.39,82.48,80.93,513559.01,0.0,0,1.0,1.0,12,False,False,False,0.1281,Recurring,0.0,True
HA00040583,2025-12-24,2025-12,18,12,625,33458,0.87,HO3,2500,1,1,3353,1,60,False,63,1,INTRNL06,Independent,2255.8,2086.62,101.51,338.37,117.67,581720.76,0.0,0,1.0,1.0,12,False,True,False,0.0597,New,0.0,True
HA00040584,2024-06-08,2024-06,18,36,279,13202,0.75,HO3,2500,4,1,2468,1,23,False,46,2,ASSIST01,Direct,2224.04,2057.24,100.08,177.92,116.72,460654.42,0.0,0,1.0,1.0,12,False,True,False,0.1042,Existing,0.0,True
HA00040585,2023-07-28,2023-07,20,06,1374,90001,0.44,HO2,2511,1,1,1842,2,29,False,67,2,INTRNL06,Captive,1296.44,1199.21,58.34,129.64,88.89,745744.96,0.0,0,0.4986,0.5,6,False,False,False,0.0334,Existing,0.0,True
HA00040586,2023-05-28,2023-05,18,36,208,10950,0.52,HO3,2500,2,1,2400,1,26,False,40,1,INTRNL06,Independent,1605.81,1485.37,72.26,240.87,98.17,357711.91,0.0,0,1.0,1.0,12,False,True,False,0.1527,Recurring,0.0,True
HA00040587,2025-01-07,2025-01,18,06,1776,95814,0.45,HO3,2511,6,2,1680,1,48,True,57,9,ASSIST03,Captive,1786.82,1652.81,80.41,178.68,103.6,1440463.26,0.0,0,0.4986,0.5,6,False,True,False,0.1054,Existing,0.0,True
HA00040588,2022-03-06,2022-03,18,06,1697,94102,0.63,HO3,2511,1,1,1401,1,2,True,63,9,ASSIST03,Captive,1099.24,1016.8,49.47,109.92,82.98,229796.37,0.0,0,0.4986,0.5,6,False,False,True,0.0824,Recurring,0.0,True
HA00040589,2022-07-02,2022-07,18,12,1245,33060,0.41,HO3,2511,1,1,2736,1,26,False,46,9,INTRNL06,Captive,3202.37,2962.19,144.11,320.24,146.07,439663.45,0.0,0,0.4986,0.5,6,False,False,False,0.1451,Recurring,0.0,True
HA00040590,2024-12-25,2024-12,7,06,963,94102,0.62,MHO,2500,1,1,994,2,57,True,60,2,ASSIST03,Captive,1073.04,992.56,48.29,107.3,82.19,470415.06,26127.33,1,0.4986,0.5,6,True,False,True,0.0289,New,21127.33,False
HA00040591,2024-04-14,2024-04,19,12,199,32003,0.82,HO6,2511,2,2,1809,1,55,True,45,1,ASSIST03,Direct,1782.25,1648.58,80.2,142.58,103.47,565224.79,23853.08,1,1.0,1.0,12,False,False,False,0.0244,New,18853.08,True
HA00040592,2025-05-16,2025-05,18,48,1378,75063,0.76,HO3,2511,4,1,2000,1,28,False,59,2,INTRNL06,Independent,1569.21,1451.52,70.61,235.38,97.08,842578.95,0.0,0,0.4986,0.5,6,False,True,False,0.0658,New,0.0,True
HA00040593,2022-02-23,2022-02,18,18,1063,60614,0.51,HO3,2500,2,1,2528,3,56,False,64,9,INTRNL06,Direct,2258.61,2089.21,101.64,180.69,117.76,490015.78,0.0,0,1.0,1.0,12,False,False,False,0.0915,Recurring,0.0,True
HA00040594,2025-05-29,2025-05,19,48,1481,78702,0.49,HO6,2500,1,1,3103,1,52,False,68,3,ASSIST03,Independent,3306.51,3058.52,148.79,495.98,149.2,429211.15,0.0,0,0.4986,0.5,6,True,True,True,0.106,Existing,0.0,True
HA00040595,2022-08-24,2022-08,18,12,878,33139,0.0,HO3,2511,1,2,2775,1,8,False,56,10,INTRNL06,Independent,3416.03,3159.83,153.72,512.4,152.48,454034.79,0.0,0,1.0,1.0,12,False,False,False,0.0531,Existing,0.0,True
HA00040596,2024-06-07,2024-06,18,12,623,32003,0.5,HO3,2511,1,3,2888,1,19,True,34,2,ASSIST03,Independent,2944.79,2723.93,132.52,441.72,138.34,346560.0,3204.49,1,1.0,1.0,12,False,False,False,0.0835,Recurring,0.0,True
HA00040597,2023-09-04,2023-09,19,48,292,77840,0.21,HO6,2511,1,1,2752,1,32,True,23,9,INTRNL06,Captive,2365.77,2188.34,106.46,236.58,120.97,330240.0,0.0,0,1.0,1.0,12,False,True,False,0.1549,Recurring,0.0,True
HA00040598,2024-08-16,2024-08,18,06,1187,90001,0.6,HO3,2511,1,1,2438,3,40,True,34,9,ASSIST01,Direct,2180.72,2017.17,98.13,174.46,115.42,353377.16,0.0,0,0.4986,0.5,6,False,False,False,0.0654,Existing,0.0,True
HA00040599,2023-03-14,2023-03,18,12,787,33060,0.62,HO3,2500,1,1,2742,1,16,True,53,2,ASSIST01,Direct,2284.2,2112.88,102.79,182.74,118.53,594453.61,0.0,0,0.4986,0.5,6,False,False,False,0.0121,New,0.0,True
HA00040600,2024-09-30,2024-09,18,18,1871,60614,0.11,HO3,2500,1,2,1969,1,50,False,55,9,ASSIST01,Direct,1272.48,1177.04,57.26,101.8,88.17,351548.28,0.0,0,1.0,1.0,12,False,True,False,0.1583,Recurring,0.0,True
HA00040601,2025-01-31,2025-01,20,36,1900,10583,0.28,HO2,2500,2,1,1404,2,29,False,48,8,INTRNL06,Captive,2097.91,1940.57,94.41,209.79,112.94,603434.5,0.0,0,0.4986,0.5,6,True,True,False,0.084,Existing,0.0,True
HA00040602,2025-12-30,2025-12,18,12,340,33602,0.46,HO3,2511,2,1,1293,2,60,False,56,2,ASSIST03,Independent,2059.11,1904.68,92.66,308.87,111.77,789647.16,30955.31,1,1.0,1.0,12,False,False,True,0.0556,Existing,25955.31,True
HA00040603,2023-11-25,2023-11,18,36,1672,11720,0.33,HO3,2537,2,3,1708,1,55,False,62,5,INTRNL06,Independent,1799.58,1664.61,80.98,269.94,103.99,299850.43,0.0,0,1.0,1.0,12,False,True,False,0.1499,Recurring,0.0,True
HA00040604,2024-08-20,2024-08,18,26,723,49002,0.11,HO3,2511,2,1,2755,1,33,True,59,2,ASSIST03,Independent,3187.62,2948.55,143.44,478.14,145.63,405646.93,0.0,0,0.4986,0.5,6,False,True,False,0.1166,Recurring,0.0,True
HA00040605,2025-12-15,2025-12,7,48,125,77845,0.16,MHO,2500,1,1,2522,2,44,True,33,9,ASSIST03,Independent,1884.04,1742.74,84.78,282.61,106.52,446611.91,0.0,0,1.0,1.0,12,False,False,False,0.041,Existing,0.0,True
HA00040606,2025-02-05,2025-02,19,06,954,91101,0.31,HO6,2500,6,1,2942,1,39,True,34,9,INTRNL06,Independent,4096.04,3788.84,184.32,614.41,172.88,764920.0,0.0,0,0.4986,0.5,6,False,False,False,0.0551,Existing,0.0,False
HA00040607,2023-06-08,2023-06,18,26,996,48198,0.01,HO3,2500,1,1,2216,1,58,False,65,2,INTRNL06,Independent,1996.91,1847.14,89.86,299.54,109.91,347090.75,0.0,0,0.4986,0.5,6,False,False,False,0.0442,Existing,0.0,True
HA00040608,2023-02-08,2023-02,7,18,167,60614,0.18,MHO,2500,6,5,2102,3,32,True,48,9,INTRNL06,Independent,2076.89,1921.12,93.46,311.53,112.31,583586.61,0.0,0,0.4986,0.5,6,False,True,False,0.0642,Existing,0.0,False
HA00040609,2022-12-09,2022-12,18,06,1521,93001,0.77,HO3,2537,4,3,2252,1,34,False,51,9,ASSIST03,Captive,1546.68,1430.68,69.6,154.67,96.4,513776.02,7800.43,1,1.0,1.0,12,False,False,False,0.0436,New,2800.43,True
